publisher_id,publisher
7108,DNV
7109,Carbon Incubator
7110,Luo Zhi En
7111,FoxLeap
7112,Frozen District
7113,Subdream Studios
7114,Aleksandar Kuzmanovic Games Inc.
7115,Duskroad Games
7116,BySamb
7117,Corpix Games
7118,iCandy Games Inc.
7119,Hydra Interactive
7120,Volker Elzner
7121,Klassen Games
7122,"Digital Cookie Co., Ltd."
7123,Kraken Bit
7124,Levall Games AB
7125,KURB
7126,Monkeys With Keyboards
7127,Cronos Interactive
7128,Dragon Wing Studio
7129,Egidijus Bachur
7130,Radiance Games
7131,Magic Dungeon Studio
7132,Sky Nite
7133,KFriske Studios
7134,BIG WOOD GAMES
7135,2Frogs Software
7136,Golden Frog
7137,Cuirass Entertainment Ltd.
7138,AmberTail
7139,MissingNo Studio
7140,Tiny Titan Studios
7141,Vulkano Forge
7142,Sonera Game Studio
7143,Class-X Games
7144,Paleno Games
7145,"PigDogGames,LLC"
7146,CWH Entertainment
7147,Electrocosmos
7148,Contec Games
7149,Jason Baird
7150,Hammer Games
7151,Bevan McKechnie
7152,OneShark
7153,Sunshine Games
7154,Frymore
7155,Metaverse Studio
7156,Obi-Wanya
7157,Indiesquare
7158,"iVR, LLC."
7159,Mountain Dew
7160,Rat King Entertainment
7161,"Aargle, LLC"
7162,Super God
7163,Leaning Tower Studio
7164,Pixelsplit
7165,"VRAD, Inc"
7166,Brave Little Studios
7167,bonefrog
7168,EHTechnology
7169,Brilliant Game Studios
7170,Flaming Firefly 
7171,Brantisky Interactive
7172,Tantawowa
7173,Stupid Massive Unbelievable Games
7174,Pavo Studio
7175,Happy Robot Games
7176,Poly Poly Games
7177,Borokai Studio
7178,CodeBullet
7179,DMG Entertainment
7180,"YGGDRAZIL GROUP CO.,LTD"
7181,Rockywood Studios
7182,Raptisoft
7183,Blue Sunset Games
7184,Game Ever Studio
7185,Event Horizon
7186,Edgehill CGI
7187,Tencent Games
7188,SimonCreative
7189,DarkSun Studio
7190,Weed Games
7191,REX PEX GAMES
7192,Shortfuse Studio
7193,Perfect Square Studios LLC
7194,Skylands Dev Team
7195,Dual Heights Software
7196,Top Hat Studios Inc
7197,SlimeQ
7198,CJG Studio Ltd
7199,jackstree
7200,crowgames UG (haftungsbeschränkt)
7201,Geronimo Interactive
7202,AmusedSloth
7203,ID Card
7204,Valkyria
7205,Silver Machine Studios
7206,boxmyth
7207,Painted Sky Studios
7208,Robert Ferry
7209,"mtb design works, inc."
7210,Vempire Entertainment
7211,Hunchback Studio
7212,Glyph Worlds
7213,NEZOS GAMES
7214,Feline Fuelled Games
7215,BRAINEART
7216,Tiny Pixel
7217,Mikhail Nevsky
7218,Stonebrick Studios UG
7219,Valynx Studio
7220,Tachyon Factory
7221,Business Mouse Studios
7222,MGP
7223,Palomino Studio
7224,VaNyuHa
7225,nanos GbR
7226,Ratloop Games Canada
7227,Squawkybird Games
7228,Midwest Video Games
7229,Seacorp Technologies 
7230,Ertal Games
7231,Chess no choke games
7232,Shockk
7233,Jonas De Carvalho Felinto
7234,Ghostbolt Games
7235,热泉 RedSpring
7236,5minlab
7237,FeelThere
7238,Green Moss Game
7239,Stromsky
7240,Vertexherder
7241,The Cursed Revolver
7242,2DragonsGames
7243,Onur Vural
7244,GreenHopper Development 
7245,Big Hit Games
7246,mahojigoku
7247,Beat Games
7248,Frame Interactive
7249,Larkon Studio
7250,First Violin Games
7251,Eternal Night Studios
7252,Big Head Games Ltd.
7253,Growl Interactive
7254,Touch Dimensions Interactive
7255,Gamestone Studio
7256,Ntroy LTD
7257,DeSync Studios
7258,No Wand Studios
7259,Arcade Distillery
7260,Three Gates AB
7261,Stribling Media
7262,Titmouse
7263,theConstruct
7264,Amigo VR Studio
7265,Summer Media
7266,Mandragora
7267,VRNI Ltd
7268,Mehan Games
7269,DreamGate
7270,Teletower Studios
7271,maxlvlgames
7272,Tephra
7273,Sombrero Way Studio
7274,Joey Drew Studios Inc.
7275,REAL Co.Ltd
7276,Hammerson Games
7277,Piece of Cake studios
7278,brutalsoft
7279,HALUNAZI GAMES
7280,Ametist studio
7281,CG-Interactive
7282,postpunkpl
7283,Yurif
7284,BrainStrainStudios
7285,Magic Masks Team
7286,Benjamin Outram
7287,Dalian Magical Storm Network Technology Co. Ltd.
7288,Neojac Entertainment Inc.
7289,Centrosphere Game
7290,Themes_Daly
7291,Lukayson
7292,Immersive Artz
7293,RCG
7294,KoheiGallery
7295,Carry Castle
7296,Viacheslav Bushuev
7297,Träumendes Mädchen
7298,Ticklersoft
7299,"What Pumpkin Games, Inc."
7300,EQ Studios
7301,Rocky Games
7302,Immergity
7303,HelloEnjoy
7304,POPSAUR
7305,AbstractGameStudio
7306,Post Mortem Pixels
7307,IMGNATION Studios
7308,Afterthought Games
7309,Edible Entertainment
7310,Designated Play Space
7311,Silhouette Wolf
7312,Static City Games
7313,MassDiGI
7314,Pastanaga Sideral
7315,Vadjra
7316,"Babaroga, LLC"
7317,Gunia Studios
7318,Elknight
7319,DimleTeam
7320,Cascade of Leaves
7321,SHUEISHA Inc.
7322,Play:D
7323,Hars
7324,Grindstone Interactive
7325,Apapappa Games
7326,Household Games Inc.
7327,Shine World
7328,Forever Young Games
7329,harmony corp
7330,JoicyStudio
7331,Monkeynetics
7332,Oh!WHATif Inc.
7333,Mad Labyrinth Studios LLC
7334,SuneX Games
7335,Bellosoft
7336,Embryo
7337,Toxodon Games
7338,paulstraw
7339,ObsessionSoft
7340,The Mill
7341,Further Beyond Studios
7342,Dnovel
7343,Binary Soul
7344,Intelligent Systems
7345,"Strata Mixed Reality, Inc."
7346,Final Floor Studios
7347,Pill Bug Interactive
7348,Rooftop Panda
7349,Studio Nihilominus
7350,Accolade
7351,inbetweengames
7352,SlinDev
7353,Brandon Dominguez
7354,"Tozai Games, Inc."
7355,Absorbed Studios
7356,"TALESSHOP Co., Ltd."
7357,ZemunBRE
7358,Impact Gameworks
7359,DIGIDICED
7360,Zetsubou
7361,Ideographer
7362,Platonic Partnership Ltd
7363,LNG Studios
7364,Try This At Home
7365,Red Limb Studio
7366,Synaptic Response
7367,"Delusion Arts Entertainment, LLC"
7368,Titanium Game Studios
7369,Fizzure Entertainment
7370,The Dashing Crate
7371,"COR Entertainment, LLC"
7372,视趣互动（天津）科技有限公司
7373,"Fatbot Games, s. r. o."
7374,Khundar
7375,WarpFrog
7376, NRVR Studios
7377,SoraPrayer
7378,"Beast, Inc."
7379,Zodiac Interactive
7380,一次元创作组
7381,Paul Svelmoe
7382,weRplay
7383,Impostor Cat Games
7384,"SPECIAL MAGIC GAMES, LLC"
7385,Rotech Digital Ltd
7386,BEHEMUTT
7387,Sokay
7388,Empyrean
7389,AMG GAMES
7390,Digital Realms Ltd
7391,teedoubleuGAMES
7392,Softwaves Dist.
7393,"Act 3 Games, LLC"
7394,Six Sided Square
7395,Redden
7396,REDspace
7397,Ink Kit
7398,Perun Creative
7399,The Selenite Forge
7400,David Schneider
7401,GaluluGame
7402,Studio Pieplus
7403,DAR Studio
7404,UFO Interactive Games
7405,Sindiecate Arts
7406,Gradoservice
7407,Magic House Creative
7408,VolkDab
7409,Darril Arts
7410,Kim Niklas Schlüter
7411,Astralax
7412,McLeodGaming Inc.
7413,"Shanghai ThinkingBear Network Technology Co.,Ltd"
7414,FrostbiteGames
7415,Inner World Games
7416,VI Games LLC
7417,Falcon Development
7418,Ch.ZBK
7419,Bottino.Games
7420,Parallax Labs
7421,SiCzech Arts
7422,Crystal Depths Studio
7423,CarX Technologies
7424,6waves
7425,Crazy Rocks
7426,Rortos Srl
7427,Wolf Pack
7428,Vulture Strike
7429,Tom Kitchen
7430,BearFighterDev
7431,Pixel Barons
7432,Caffeine Overdose
7433,Kukouri Mobile Entertainment
7434,TinMoon Studios
7435,Labs Games
7436,Restful Panic ltd
7437,HOF Studios
7438,Tristan Begin
7439,Cipher Hive
7440,Robot Circus
7441,Street Lamp Games
7442,GPM
7443,Enhance
7444,mangamengine
7445,SteelRaven7
7446,2645interactive
7447,FredBear Games
7448,Immersive VR Limited
7449,mikai inc.
7450,Freshfield Studios
7451,Tower Studios
7452,Zen Relay Games
7453,Groove Science Studios
7454,Studio Trapcard
7455,PING YI LIN 
7456,BlackTale Games
7457,Black Room Games
7458,Barracuda Disaster
7459,AeroLab Studios 
7460,ShilohGames
7461,Kelly Studios
7462,LR Studio
7463,LongWu
7464,EVR Studio
7465,Arrible
7466,Alpha Strike Games Limited
7467,"Gearbox Software, LLC"
7468,Enlight Software Limited 
7469,Hyper Games
7470,Norven Games
7471,Cherry Bloom
7472,Super Dead LLC
7473,David Dimond
7474,Multiverse
7475,Shenzhen BeanVR Technology Co.Ltd
7476,Tendril Studio
7477,Diego F Beltran
7478,Stitch Media
7479,LivinThing Studio
7480,Kolapo Oni
7481,Tibith
7482,PlaySide VR
7483,Emanuele Leoncilli
7484,Neko Climax Studios
7485,QRA-CS
7486,Viewport Studios
7487,Rocwise Entertainment
7488,frecle ApS
7489,Toasty Leaf AB
7490,JOL Studios
7491,"Intelligent Decision Systems, Inc."
7492,yyrGames
7493,Virtew
7494,Histogram Games
7495,SmellyRiver
7496,Levity Play
7497,Elina Faritovna Balakina
7498,Huey Games
7499,PartTimeIndie
7500,Moraes Studio
7501,Eric Neuman
7502,moBack
7503,The Drone Racing League
7504,Vashta Entertainment
7505,forever8pus
7506,Morganti Livio
7507,FitXR
7508,Battle Blockyverse Studios
7509,Blue Technology Sp. z o.o.
7510,Obscurasoft
7511,Frozen Dreams
7512,Polyverse Studio
7513,Paper Plane
7514,Alexandr Borovikov
7515,Magesoft
7516,StaplesVR
7517,PraGames
7518,EntroPi Games
7519,Red Bull Media House
7520,MKJ Interactive
7521,WISECAT
7522,VRS
7523,Skonec Entertainment
7524,Screaming Villains
7525,Kotori Studios Ltd
7526,Binji
7527,Lokator Studio
7528,"Making Fun, Inc."
7529,Mystik'art
7530,IDALGAME
7531,b08
7532,starmops
7533,Team Firestorm
7534,Odd Branch Publishing
7535,"Playdek, Inc."
7536,Poltergames
7537,"views Co., Ltd"
7538,Michael Callaghan
7539,Mr. L
7540,Indiecode Games
7541,Vladislav Vasilkov
7542,Silly Pill Studios
7543,Overgroup
7544,Null Activity
7545,Alcuria Games
7546,Impossible Mystery Games
7547,Light Road Games
7548,RobotKSR
7549,Pawmigo Games
7550,Vikong
7551,Fantasia Studio
7552,tri-Ace
7553,Kestrel Games
7554,Tydecon Games
7555,Consala Games
7556,Ignibit
7557,Anti-Ded GameDev
7558,Phantom 8 Studio
7559,Nadya Primak
7560,"Mind's Eclipse Interactive, LLC"
7561,Studio HK
7562,ouka-ichi-mon.inc
7563,RTVE
7564,FinalBoss Games
7565,HARP
7566,Rebuff Reality
7567,Lite Microsystems
7568,Mega Crit Games
7569,"You42, Inc."
7570,MWC
7571,Team B.R.O.S.
7572,.ez Games
7573,Fabio Cunha
7574,Imperia Online LTD
7575,Distorted Games
7576,Ubisoft®
7577,Airborne Games
7578,Warner Bros. Interactive
7579,Greater Studios
7580,Corroding Games
7581,WalkBoy Studio
7582,Polygon Dust Entertainment Ltd.
7583,dopagames
7584,Team & Target Game Studios
7585,Pixel Wonder
7586,Dio Alias Games
7587,Fair Games Studio
7588,like Charlie
7589,Level Evil
7590,Concepts
7591,Funforge
7592,Nick Helweg
7593,DMT
7594,Time Robbers
7595,Fome Productions
7596,Coding Caveman
7597,Miki Squadron Project
7598,Victory Lap Games
7599,Ominous Entertainment
7600,Prime VR Inc.
7601,Dieselmine
7602,eGames.com
7603,Kanda Technologies Inc.
7604,JUMP OR FALL
7605,KT Games
7606,FutureStateMachine
7607,Theodor Niklas
7608,Eurovideo Medien
7609,XXXgames
7610,"Blackthorn Media, Inc."
7611,"Riposte Games & Co, Inc"
7612,Evgeny Apel
7613,SiliconWetware
7614,Trino AB
7615,Crasleen Games
7616,Goodwolf Studio
7617,"TCH International Group, LLC"
7618,Golden Era Games
7619,Kinsei Games
7620,ActaLogic
7621,chaosikaros
7622,Pro Social Games
7623,thiefbug
7624,Portal Entertainment
7625,LongArm Interactive
7626,HiTech Creations Inc.
7627,Lazylab Games
7628,Ventura Science
7629,VRLive
7630,Spoony Bard Productions
7631,Deklazon
7632,Swimdog Co.
7633,Timuz Games
7634,Xavier Orion Games
7635,StarvingIndieDeveloper
7636,Team Wood Block
7637,Johnny Ostad
7638,Blue Newt Software
7639,Club Cotton Games
7640,Nicholas Backus
7641,Austin Boucher
7642,Quantum Productions
7643,Andrew Higgins
7644,Cargo Cult Gaming LLC
7645,Alexander Spillman
7646,Cool Breeze Games
7647,PopNine Studio
7648,Haunted Bees Productions
7649,Venomyth Game Studio
7650,Spitoufs
7651,Devil Dog Games
7652,Oats Studios
7653,Nucleax
7654,Chronos Development Studios
7655,"Parsec Productions, LLC"
7656,Apillo
7657,Rinober Games
7658,"Unimersiv, Inc"
7659,Brown Studios
7660,Smokey Moose Games
7661,ASA Studio
7662,Alakhaine Specialist Consulting Limited
7663,Brian Lancaster
7664,Lundar Games
7665,Owlgorithm LLC
7666,Biome Collective
7667,Team Neetbytes
7668,Tsunehiko Shimazu
7669,Influx Interactive
7670,Mocove Studio
7671,Hariharan S
7672,James Petty
7673,Unikware
7674,MamilosClub
7675,Pedro Castro Menezes
7676,Jenny Bee Presents
7677,Endwise
7678,Fletcher's Games
7679,Michael Squirrel
7680,Team Ninja Thumbs
7681,Escape VR LLC
7682,Marker Limited
7683,Royal Skies LLC
7684,baconlovarstudios
7685,Anatola Howard
7686,CakeEaterGames
7687,FredBear Games Limited
7688,Hyeson
7689,Hojo Studio
7690,Colorful Games
7691,Gravity Whale Games
7692,Polovey Alexander
7693,William Cheek
7694,Igor Litvinsky
7695,Ryan Stephen
7696,Burning Pick Entertainment
7697,Asymptotic Games
7698,Duckman Army Games
7699,Lumbernauts
7700,Casey Labrack
7701,keep silence
7702,Axiomatic Games
7703,Aggressive Combustion
7704,Wraith Studio
7705,AppFactoryHaru-Ni
7706,Game Alchemists
7707,FiveStarGames
7708,Value
7709,EVXIO
7710,Tea-Powered Games
7711,Frostbullet
7712,purplElephant
7713,Pixel with Hat
7714,POW Games
7715,Khaulepi
7716,Mark Hagan
7717,MoyBatya
7718,Visumeca Games
7719,Thugnificent
7720,Lampel Enterprises
7721,Vector 7
7722,FurGoldGames
7723,Zachary 'ZOLTARR' Pitts
7724,Pirates Of Love
7725,Rock Wale
7726,m12y
7727,JunkGameStudio
7728,Game Grumps
7729,Kelsam
7730,vextro
7731,Creashock Studios
7732,Examined Interactive
7733,Gamers4Gamers Team
7734,Matthew Willis
7735,Gal Hajaj
7736,Blob Games
7737,"Codon, Inc."
7738,Yash Future Tech Solutions Pvt Ltd
7739,Castle Steps LLC
7740,Birdshark! Games
7741,A Maniacal Game LP
7742,NonFictional Games
7743,Sierra Lee
7744,Merriman Games
7745,Matthew Giordano
7746,Soma Games
7747,ericmbernier
7748,Battle Crafters LLC
7749,菠菜游戏
7750,BigfootDS
7751,VHornet Games
7752,Sampsonay
7753,Progorion
7754,Millenway
7755,Muro Studios
7756,Terahard Ltd
7757,Aaron Cochrane
7758,JForth Designs
7759,Bourbontank
7760,Spicy Fox GmbH
7761,Firestorm Entertainment
7762,ATC Games
7763,10ravens s.r.o.
7764,Liam Twose
7765,いくちおすてご
7766,Man-Eater Games
7767,废材炼金术士
7768,Angry Cat Studios
7769,Cerebral Division
7770,313 Studios
7771,Victorian Clambake
7772,DreamPunks
7773,Vicente Rosell Roig
7774,Corpse King Games
7775,House of How
7776,Ferullo Gaming
7777,G. A. Williams
7778,REK...
7779,Sol Press
7780,Slikey Games
7781,Chronova
7782,SegFault Games
7783,Chengen Zhao
7784,Emerald Interactive Games
7785,IOA Games
7786,Roadfactory
7787,Drift Physics Crew
7788,singi
7789,Chengdu longyuan Network Technology Co.Ltd
7790,TealDev
7791,"XINESS Co., ltd."
7792,Nitrome
7793,Wako Factory
7794,Canalside Studios
7795,DKWorld Entertainment
7796,GoldFire Studios
7797,encurio
7798,Damp Gnat
7799,Lost-Ride Studios
7800,Somber Dawn Studios
7801, AYE Technology
7802,RogueCode (PTY) LTD
7803,EGCL
7804,Brian O'Keefe
7805,RedZone Studios LLC
7806,Lambdadev
7807,Chao's Playmate
7808,Omnichron Studios
7809,Triple Rush Games
7810,Huw Millward
7811,Super Suite Studios
7812,Deekmare Games
7813,B.Bit
7814,Zhejiang TQHY Technology
7815,SilverBlade
7816,Templarius Studios
7817,Munchkin's Lair
7818,Jens P. Behrens
7819,Lunacy Interactive
7820,MAJ Studio
7821,RedLightBoxGames
7822,JRad Games
7823,Gnioto VR
7824,BeshevGames
7825,Steven Taylor
7826,Hebi Studios
7827,Pixel Fun Games Production
7828, I SHOW YOU
7829,Numicus LLC
7830,Ben Strijbos
7831,Lukáš Kotík
7832,Hannes Trebbin
7833,u&i
7834,Pigeons Interactive
7835,Bad Gravity
7836,Microlith Games
7837,EasyGames
7838,crowgames UG (haftungsbeschränkt) 
7839,Crisp App Studio
7840,YounGen Tech
7841,Boejunda LLC
7842,Abraxas Interactive
7843,Ithiro Sumi
7844,Minor Faction
7845,Burak Yücel
7846,Simernes
7847,Hidden Achievement LLC
7848,Salus Games
7849,Sekrit Games
7850,Rémi Vansteelandt
7851,Frostflake Studios
7852,bogdanehi
7853,DLHB Studios
7854,LSTGames
7855,Pony
7856,Diego Fernandes Malinowsky
7857,James Roll
7858,PlayColorfulGames
7859,Juan Gabriel Gomila
7860,x86-Games
7861,Insanity Interactive
7862,Qor Concept Entertainment Inc.
7863,It's a Wonderful Life
7864,megaeggz
7865,hallunazigames
7866,Total Battery
7867,"Live in the Game, LLC  Self"
7868,T_T Games
7869,Second Order
7870,Edo Create
7871,FX Games
7872,Crabby Team
7873,Lozange Lab
7874,Crankage Games
7875,BufoProject
7876,Bulls Bros
7877,Cheat Code Studios
7878,Jonathan Holmes (crait)
7879,ICON Interactive
7880,Martin Simeth
7881,SuperTry Studios
7882,Colin EUMP
7883,Artur Berkowski Berobasket
7884,Rakarnov Studios
7885,"Zero Brain, LLC"
7886,"Iocane Games, LLC"
7887,Plaidman Games
7888,"Designing Digitally, Inc."
7889,Virtual World Arcade
7890,Moving Dimensions
7891,Ilya Gorodetskov
7892,Joint Ventures
7893,Tailwind Games
7894,Tiny RTS
7895,Hand Cannon Games
7896,Floating Point Interactive
7897,大谷 DGSpitzer
7898,Demigon
7899,Yaka
7900,Tradosoft
7901,Hellride Games
7902,Fedorov Ilya & Andrew Konovalov
7903,Core Steel Game Studio
7904,Gamechuck
7905,WILLSH
7906,LizardKing
7907,Ploosh GmbH
7908,BKOM Studios
7909,LAN - GAMES EOOD
7910,zachs123456
7911,JimJams Games
7912,Cool Hand Games
7913,X3 Brothers
7914,2-Volt Games
7915,71Games
7916,Asterion Games
7917,B Negative
7918,SuperSixStudios
7919,INDIEPLAY
7920,TeePee Studios
7921,vaniloput games
7922,Luke Vincent
7923,Flying Kiwi
7924,Vanimals
7925,D. W. O'Boyle
7926,Thial
7927,Martin Knopf
7928,BernhardP
7929,Ghost_RUS Games
7930,Nilem Studio
7931,Project Flight School Inc
7932,Game Soup LLC
7933,Ludovic Lafferayrie
7934,Studio229
7935,Artbox Games
7936,DIF Studios
7937,cyboheart
7938,Canuck Play Inc.
7939,Cannon Fire Games LTD
7940,Sludj Games
7941,Choose Multiple LLC
7942,Matthew Putnam
7943,Abstraction Games
7944,RIP Horse Studio
7945,Minibeast LLC
7946,Myroid-Type Comics
7947,The Local Group
7948,Left Flank Games
7949,"Studio Roqovan, Inc."
7950,Restory Studio
7951,Linkflag Studio
7952,Waves and Blaze
7953,Norrland Interactive
7954,Jagged Games
7955,Brewsterland Studios
7956,SlimeSmile
7957,Travis Miller
7958,MDickie
7959,TiGAMES
7960,Spinal Games
7961,Rava Games
7962,Vagabond Dog
7963,Pointlight Games
7964,Polyart Inc.
7965,3G:Games
7966,intertum
7967,Teveru
7968,Jello Godfri
7969,Squish Studios LLC
7970,Lucid Dream Studio
7971,ChuMoran
7972,Preapp Partners
7973,ZaxtorGameS
7974,Domus ludus
7975,Renaissance Game Studio
7976,Catsmeat Studios
7977,The Commander
7978,Bionic Pony
7979,As-key
7980,Burgseiten Studios
7981,nDreams 
7982,Unreal Software
7983,Sergey Shushunov
7984,PilotLumpa Gaming
7985,Will Carlough
7986,Loneminded
7987,Deep Dive Interactive
7988,Selective Intuition
7989,Codevictus Inc
7990,startgrid
7991,DEEP Games
7992,Prism Game Studios Ltd.
7993,Inexplicable Games
7994,Knossos Software
7995,Lushboy Studios
7996,The Snarktopus
7997,Pixel Fyzz
7998,Barlock Games
7999,Angel T
8000,Siberian Mouse
8001,Viny Game Studios
8002,Avatarico
8003,Detter Game Design LLC
8004,Tazhel
8005,UnderMax Games
8006,Inkline Ltd.
8007,Frog the Door Games
8008,Pixl Pile
8009,PiFTy
8010,Three Percent Games
8011,Errigar Games
8012,The MegaByte
8013,Flight Systems 
8014,Oleg Skutte
8015,SOMATIC
8016,Gametroleum
8017,Chjonn Studios
8018,"Evan ""Solidplasma"" Peiperl"
8019,Discovermypath
8020,Egg Roll Digital Studios Inc.
8021,Parry Point e. K.
8022,Make Real
8023,LIN KE HSI
8024,No Moon
8025,Kyon Games
8026,Grean
8027,Kev Jackson
8028,The StickDodgeVR Team
8029,"Boundless Dynamics, LLC"
8030,Hailstone Games
8031,Homewreckers Studio
8032,Logiraffe
8033,Nuclear Fishin' Software
8034,VEL-Ocity
8035,etaxoft
8036,Skeleton Crew Studio
8037,Dawei Liu
8038,VertexBreakers
8039,VIRTUAL REALITY LABORATORY DV
8040,HyperDevbox
8041,Fürst
8042,NAK games
8043,Tiny Bull Studios
8044,Eyougame
8045,Sergey Kalmanovich (aka Red Spot Sylphina)
8046,七彩绘色
8047,Studio Desgraff
8048,Sunfleck Software
8049,Madorium
8050,Sokolov Yaroslav Vladimirovich
8051,NoTime Studios
8052,Outlaw Wars
8053,Mercury Aerospace Industries
8054,Hohng LLC
8055,Shoho Games
8056,Grégory Joerger
8057,FeatherFan
8058, Yiming
8059,Chromosphere Games
8060,Outlier Interactive
8061,Golden Unicorn Gaming Inc
8062,DigiFeather
8063,Studio Pillet
8064,Studio Mori
8065,The Hazardous Dude
8066,"Rockwell Studios, LLC"
8067,Tomislav Kadežabek
8068,Ediogames
8069,D1ONE
8070,Project Polish Productions
8071,圆点游戏
8072,Moonray Studios
8073,CurriculaWorks
8074,Veibyn
8075,SOMG
8076,Geoff Nagy
8077,Michael Burns
8078,Henri Osbourne
8079,Brainduck
8080,Amusitronix
8081,LampFire
8082,"Beamz Interactive, Inc."
8083,B52 Development Team
8084,"Masondogg Studios, LLC."
8085,Twin Vault Games
8086,BrashMonkey.com
8087,Big Kitty Games
8088,CHTOOM Entertainment
8089,Balder Game Studio
8090,ThankGame.com
8091,Techone Game Studio
8092,Ghere Games
8093,HUNTERS
8094,HIPIX
8095,RoboDev
8096,Darkcross Games
8097,FrozenPepper S.R.L.
8098,TeamTrap
8099,IceStudio
8100,DreamDale
8101,Table Flip Games
8102,Colorfiction
8103,TeeKoo Games Ltd
8104,lightUP
8105,"Hashplay, Inc."
8106,Griffin Snow
8107,Indy Lion Studios
8108,XMinutesGames
8109,Dreamy Doe
8110,RAWR Lab
8111,Fedora Collective
8112,alexnown
8113,QEGAME
8114,GIANTY Inc.
8115,Problematicar
8116,Metaverse
8117,IceSimba
8118,Crystalline Green Ltd.
8119,Ktulhu Solutions
8120,bkdove studios
8121,Corey Wurts
8122,Chubiri
8123,Graham Garven
8124,16 Swans
8125,Madgobbler
8126,Atomic Wolf
8127,videjagamesyo
8128,TCR
8129,Group Pug
8130,BoninblueDesignLab
8131,MeRo Games
8132,VirusSea
8133,XENOpz
8134,Daisessen
8135,ArsLogica LP
8136,Joseph Calabro
8137,PixelBot Games
8138,WizByte Games
8139,Frosty Elk AB
8140,Chu Xiaosong
8141,Itsjusta Games
8142,Vrai
8143,Guy Bits Games
8144,Deep Taiga
8145,SF
8146,Plexus team
8147,Please Be Patient
8148,Anea_Duo_Dev 
8149,Sorcererstudios
8150,Fire Dragon Studios
8151,"rcadeVR, LLC."
8152,Rocket Juice Games
8153,Secret Overground Lab
8154,Hokkaido Studios
8155,Team8 Studio
8156,RYD-Company
8157,Wisdom Emprie
8158,MassHive Media
8159,Squeaky Wheel Studio Inc
8160,Pixonic
8161,DNT Games
8162,Aplome Labs
8163,Bytro Labs GmbH
8164,Desktop Gaming
8165,Byting Games
8166,DP Corp
8167,AVRLON VR Studio
8168,myself
8169,The Ludicrous Ones
8170,Koodilab
8171,Ninja Chip Studios
8172,GreenGasGames
8173,Turbo Button
8174,Alexandre SK
8175,RAZAR s.r.o.
8176,Aghayeva and Ko s.r.o.
8177,Lunarhellgames
8178,Neuronality
8179,Pronetis Games
8180,Nyan_Fort
8181,Rainware
8182,gameko-studio
8183,He Wenjie
8184,Cote Brothers
8185,IOSoccer Team
8186,Haven Studios
8187,"F.U.U.M. Co., Ltd."
8188,Trebuchet
8189,Apoapsis Studios
8190,slizer88
8191,Michael Hobbs
8192,Fantasy-Gaming
8193,Less Describable Games
8194,Catobyte Ltd
8195,Silver Spook Games
8196,Titan Deep Space Company
8197,WaVR
8198,STUDIO MUNGO
8199,Decochon
8200,Proc Spine
8201,The Farm 51
8202,Anunnaki s.r.l.
8203,Michael McCartney
8204,MojoTouch
8205,Listener Online II Inc
8206,Greyish Games
8207,AliveIn Technology Ltd
8208,Digital Awakening
8209,NorthernLights Games
8210,Songhouse Games
8211,Pixel by Pixel Studios Inc.
8212,Thick & Thin
8213,"Defend the Cake, LLC"
8214,Parrott Studios
8215,The Sociopath Software
8216,Dalesi
8217,MATRE
8218,Stray RamBling
8219,sebagamesdev
8220,ZHANGKAI
8221,FunshipTech
8222,Hero Game
8223,牛学者
8224,Legends of Eternalia
8225,"Truant Pixel, LLC"
8226,Rahmat Nata Djaja
8227,Pooandplay
8228,Lever Studios
8229,"Crow's Key Studios, LLC"
8230,Brackish Games
8231,Paper Rose Games
8232,Obadiah D Luna
8233,Drink7 Studios
8234,SQUIX Games
8235,"Callipygian Games, LLC"
8236,NekoToFuurin
8237,phoenixmirror
8238,Naiadgames
8239,▲ Pyramid Games
8240,"Emerson Design, Inc."
8241,Funderground Games
8242,ToastieLabs
8243,KOCMOC17
8244,Bence Sipka
8245,MadameBerry Games LLC
8246,Shevchenko Technology
8247,Serf100
8248,Евгений Алемжин
8249,Mutant Entertainment Studios
8250,Deydrihm
8251,SPG STUDIO
8252,"GUANGZHOU SEALY ELECTRONIC TECHNOLOGY CO., LTD"
8253,Joie Liba
8254,Draftline Games
8255,LIUBEZHANIN VASYL
8256,Beaver Drummer
8257,Colin Stoddart
8258,Aves Games
8259,Wahler Digital
8260,Overidon Omnimedia
8261,Emerald Beast Studios
8262,Rovango Studio
8263,Ghost Time Games
8264,Heroes Dev Team
8265,Proton Studio Inc
8266,SP Digital Arts Inc.
8267,"Coremedia,inc."
8268,x0to1
8269,xuan
8270,Charles University
8271,Hallid Games
8272,TiStar Game
8273,Delum Studios
8274,Swarog Games
8275,Flo Knödl
8276,Minibrute Games
8277,Fourfold Games
8278,Exodus Software
8279,深圳槟果文化科技有限公司
8280,Team Pea
8281,Bornteks Entertainment
8282,The Awesome Game Studio
8283,Hio Giang
8284,Logtown Studios AB
8285,"NTWO Studio Co., Ltd"
8286,Brain Stone GmbH
8287,Monandol Games
8288,Ultima Games
8289,Shaman Game Studios
8290,Microïds Indie
8291,CrazyBits Studios
8292,pixel.lu
8293,Forge Reply srl
8294,Subjective
8295,Phalanx
8296,MONKEY WRENCH STUDIO INC.
8297,SluggishtacoGames
8298,MADBones Games
8299,Vertical Reach
8300,xiaofeixiong
8301,Team Fork
8302,SugGames
