developer_id,developer
8350,Space Paw Studios
8351,Paleontology
8352,YJM VR
8353,Turbo Tape Games
8354,Sweet Bandits Studios
8355,Cosmic Engineers
8356,ReverseImpact
8357,Clear Ink Studios
8358,Graeme Scott
8359,651 GAMES
8360,Nikita Online
8361,Paratope
8362,Psilocybe Games
8363,Berezka
8364,Huge Robot
8365,PotionC
8366,STICLI Games
8367,Christian Whitehead
8368,Reb_Orn
8369,Parkerhill Reality Labs
8370,Kongroth
8371,CtrlMovie
8372,Painted Black Games
8373,Tom Sanders
8374,Neopica
8375,Abigail Corfman
8376,Richard Fox - Development
8377,3 Minute Games
8378,成都小微云联 LittleV
8379,DVERSE Inc.
8380,YoYo Games Ltd.
8381,Flashbulb
8382,Cornutopia Software
8383,Bolverk Games
8384,Carnivore Games
8385,Nighthood Games
8386,Eastshade Studios
8387,"TABOT, inc."
8388,NatsumeAtari Inc.
8389,Cool Beans Studios LLC
8390,Spiritwalk Games
8391,Omnigames
8392,Linden Lab
8393,Killer Bees Games
8394,Digital Eclipse
8395,Grand Cauldron
8396,Kayabros
8397,Romero Games Ltd.
8398,Rebourne Studios
8399,Virtual Light VR
8400,Drop_Dead_Fred (Фред)
8401,GoingForwardTeam
8402,"Mahhaon Horror, Sun Pixel"
8403,RodeoNET
8404,RPGVideo
8405,12 East Games
8406,GB Patch Games
8407,Krin Juangbhanich
8408,Elmwood Game Studios
8409,Funystone Inc.
8410,Galdor Studios
8411,Foremost Games
8412,Fully Illustrated
8413,SUMCOM
8414,Torch60
8415,Gilded Skull Games
8416,"Urvogel Games, LLC"
8417,Sean Tann
8418,Slight Super Powers
8419,Marcin Mikołajczyk
8420,Oodlescube
8421,Horizon Studio
8422,John Carline
8423,Black Whale Studios
8424,Motoda Media
8425,Motion Games Studio
8426,Packet39
8427,Mirador Studio
8428,Night Animals
8429,Snkl Studio
8430,Olivier LeClair
8431,Incendium LLC
8432,TotalGearGames
8433,Ethan Waite
8434,WMY Studio
8435,ID Group
8436,BekkerDev Studio
8437,Big Way Games
8438,db.works
8439,Dead Turtle
8440,Gentlymad Studios
8441,Schrolab
8442,Cinnoman Games
8443,Zero Gravity
8444,The Secret Experiment
8445,Josh Beatty
8446,Weekend Soft
8447,oblomysh
8448,VOLTHOLE Inc.
8449,Motion Twin
8450,Angry games
8451,Majorariatto
8452,WildLabs
8453,Miga
8454,IMPIRESOFT
8455,Toothless T-Rex
8456,Crew Lab
8457,Ore
8458,Yomuneco Inc.
8459,Andy Buck
8460,PNxDesigns
8461,N-Gon Entertainment
8462,White Door Games
8463,ICA GAMES
8464,Jaguar Land Rover Limited
8465,Pseudocode Games
8466,Greyman Studios
8467,Anvil Game Studios
8468,Mgaia Studio
8469,Toxic Dog
8470,Level-5
8471,Royal Tea Time Studio
8472,usanik
8473,GCRH
8474,Bionic Penguin
8475,Con Man Games
8476,AirWave Games
8477,Headbang Club
8478,Albert MN.
8479,Blue Horizon Studios Ltd
8480,Creative Pudding Hungary Llc.
8481,4Fufelz
8482,Level One Games
8483,NoBreadStudio
8484,Light Bringer Games inc.
8485,Struct9
8486,OOTOTGames
8487,CoughE
8488,Starloop Studios SL
8489,"Guruji VR, Inc"
8490,Winding Way Games
8491,BC
8492,Thrive Games
8493,Tolga Ay
8494,Patryk Szuberla
8495,JNA Game
8496,@YearOfTheBob
8497,PowerGaelic
8498,Medicated Games
8499,GameWriterStudio
8500,上海班图网络科技有限公司
8501,H-GAME
8502,Rumata Lab
8503,Gameplay Ltd.
8504,MeepHead LLC
8505,Virtually Invincible LLC
8506,Néo-Riki Games
8507,Half Full Nelson
8508,Systemic Games
8509,WashBear
8510,Red Line Reality
8511,Spotlightor Interactive
8512,Questro
8513,Slipgate Studios
8514,Catland
8515,Gameloft
8516,Domas Sabockis
8517,Thomas ZIGHEM
8518,Jonarene
8519,RepkaTechStudio
8520,3D Generation
8521,Happy Badger Studio
8522,Second Wind Interactive
8523,Mark Sowders
8524,inSPIRE Games
8525,4FreaksFiction
8526,Pyromancers.com
8527,DeathMofuMofu
8528,onebraverobot
8529,Games++
8530,华夏动漫
8531,Newfa Games
8532,Vibrant Visuals - Christian Klötzel
8533,Cosy Goat
8534,Neither One Games
8535,Joe Sansone
8536,Sky Trail Ltd
8537,300 fps
8538,Angry Array
8539,R I MAD
8540,ACE Ed-Venture Studio
8541,Planeta
8542,致意
8543,Fevolution Innovation Inc.
8544,YarGri
8545,Alexander Goodwin
8546,Mariusz Gibas
8547,Float Gallery
8548,Growing Grass Studio
8549,Zolden Games
8550,Ehnenu
8551,Darker Emerald
8552,Gungrounds
8553,Dreamverse Entertainment
8554,Sebastian Groll
8555,Aftermath Media
8556,ChemBlock
8557,Druid Technologies
8558,Fastbird Dev Studio
8559,CREW Studio Krüger UG
8560,2ndUp Studios
8561,Ben McNelly
8562,IndieRevo
8563,Alex Danilow
8564,"DracoSoftware, LLC"
8565,ForepawSoft
8566,SadSquare Studio
8567,PeanutButter VR
8568,Mana Wings
8569,Leiting Interactive
8570,Lofty Sky Entertainment Inc.
8571,"Romans I XVI Gaming, LLC"
8572,SkyKan
8573,Tallbeard Studios LLC
8574,Himeki Games
8575,Braincells Productions Inc.
8576,Weckr Industries
8577,Mute Canary
8578,Reflexive Entertainment
8579,zhangwenlu
8580,Jamie Rollo
8581,D.W.S
8582,Gravity Games
8583,Gran Skrea Online
8584,IdeaX
8585,Crema
8586,Exozet Games
8587,Denis Rudoy
8588,Imperium42® Game Studio
8589,BisquitPlay
8590,Mudpike
8591,Jason Lovett
8592,WetWare / Games
8593,Oscar Celestini
8594,GameDevCoop
8595,Angel Carriola
8596,Andiks LTD.
8597,Formslingers
8598,Magic Era
8599,Justin Jimmo
8600,Creative Bytes Studios
8601,Juicy Melons Inc.
8602,Noble Fox Games
8603,Deep Shadows Games
8604,BefuddleBug
8605,Mega Cat Studios
8606,DUNEWORLD GAMES INC.
8607,Mark Radocy
8608,OmniStorm Gaming
8609,mibix
8610,Tunnel Vision Studio
8611,Avallon Alliance
8612,Cryobolt Interactive
8613,Rimware
8614,Oriplay
8615,Llama Software
8616,8-bit development llc
8617,MJ Lovegrove
8618,Doborog Games
8619,Chronobit Studios
8620,Andy Howard Games
8621,Asymmetric
8622,Top Evidence Studio
8623,"PRIME WORKS Co.,Ltd."
8624,IzHard
8625,"IKI STUDIOS, LLC"
8626,Team Mariupolis
8627,Game Cooks
8628,DesktopPaints LLC
8629,The Vanir Project
8630,Radin Games
8631,Wannes Vanoyenbrugge
8632,IronBoundManzer
8633,Dark Inertia Studios
8634,juhbee
8635,Damian Schloter
8636,Dylan Latham
8637,Arcane Architect
8638,CREATIV GAME DEVELOPER LLC.
8639,LVGameDev LLC
8640,Radcroc
8641,Crania Games
8642,Dojo Games
8643,Electric Root
8644,Grimwood Team
8645,Rablo Games
8646,Swimming Scorpions
8647,Naev Team
8648,Gisa Ferreira
8649,Rightstick Studios
8650,The Ninth Art
8651,Ice World
8652,O.T.K Games
8653,Roman Revzin
8654,Haunted Tie
8655,Jan Zelený
8656,Assemble Entertainment
8657,Linked Dimensions
8658,Insane Unity
8659,5th Planet Games
8660,Beep2Bleep.com
8661,LiMAVR
8662,Catalope Games
8663,"Studio217, LLC"
8664,The Battle for Wesnoth Project
8665,Applemint
8666,lemonvr
8667,Digdog Studio
8668,Weixi Studio
8669,Sons Of Earth Games
8670,Whitefishgames
8671,Kremlingames
8672,Dream Real
8673,9 Eyes Game Studio
8674,IriySoft
8675,Lapusanu Patriciu
8676,Team Shuriken
8677,izzYFoxDev
8678,Classroom Graffiti Productions
8679,Devespresso Games
8680,Rally Call Software
8681,Life Forge Team
8682,Top Right Corner
8683,Adam Thompson
8684,Unwieldly Systems
8685,Pixel Perfect Dude
8686,Anti-Ded GameDev
8687,Energize Labs Inc.
8688,Unphysical Machinery
8689,eiNpictures
8690,Voidless Studios
8691,Pierre Brengues
8692,Hardy Games
8693,Jacob Janerka
8694,Osky Studios
8695,Payoff Technologies
8696,DGames
8697,Dustwind Studios
8698,Koth Studo
8699,Bad Coffee Games
8700,Relentless Game Studios
8701,Field Of Vision
8702,EcoGames
8703,Luxorix Games
8704,Trapped Team
8705,Lumen Labs
8706,oldnag
8707,KINGS GUARD GAMES
8708,Z9K Games
8709,Disruptor Beam Inc.
8710,"Puresurface, Inc."
8711,The Voxel Agents
8712,Elven Workshop
8713,Infosuccess3d
8714,Fatmoth
8715,WarPI Games
8716,Brainagi Games
8717,"Knightmare Games, Limited"
8718,Ara Interactive
8719,the_dobrokot
8720,Pixel After Pixel
8721,Playrock Studios
8722,SVP
8723,Fancy Bear Games
8724,Phoenix Interactive Studio
8725,Armadillo Studios
8726,Moongate Digital
8727,World of Dex
8728,Tuttifrutti Interactive
8729,Kerry Fawdray
8730,catbull
8731,BattleGames
8732,productivity-boost.com
8733,HeX
8734,Nikita Kaf
8735,Weltrom Studios
8736,Invidious Studios
8737,Feperd Games
8738,Fivesyounger Development
8739,sleepy macaw
8740,Atara Games
8741,Teatime Research Ltd.
8742,GS
8743,Tomatotrap
8744,DynF/X Digital
8745,"Janus VR, Inc."
8746,Mokomoto
8747,威震天科技
8748,TreeView Studios
8749,Vlad Cristian
8750,JustForward
8751,Vague Pixels
8752,Outhouse Games
8753,NyanBlade
8754,Fosfatina Ediciones
8755,Mixed Reality Worlds
8756,Alex Hall
8757,EasyWays Team
8758,The Assembly Line
8759,Laush Dmitriy Sergeevich
8760,DarkShot Studios
8761,warka
8762,TPM.CO SOFT WORKS
8763,Monkeys Crowd Entertainment
8764,Kether Studio
8765,azimut team
8766,Narayan Games
8767,Bonus Level Entertainment
8768,JanduSoft S.L.
8769,2BAD GAMES
8770,Playsoft
8771,LiangDeZhao
8772,Matt Bitner Games
8773,Lost the Game Studios
8774,Viraug
8775,Arcane Raise
8776,Meow Studios
8777,Yaeko
8778,We The Force Studios
8779,Łukasz Jakowski
8780,ds-sans
8781,"Pixel Prototype, LLC"
8782,Team D-13
8783,free08Games
8784,themorfeus
8785,Ian Williams
8786,Jovian Industries
8787,Timberwolf Studios
8788,onomatope*
8789,Lingrimm
8790,ThankCreate Studio
8791,Spell Helix
8792,Dire Boar Games
8793,AO Games Studios
8794,Outer Rim Studios LLC
8795,Blender Games
8796,8bit
8797,"Second Dimension R&T, LLC"
8798,Omaj
8799,Kyvos Studios
8800,Notus Games Ltd
8801,Rodz
8802,Digital Upthrust
8803,ANASTASI SUKHONOSOVA
8804,"Schoolfield Games, LLC"
8805,Yobowargames
8806,Dalibor Kamnjanac
8807,@lukasinspace
8808,Winking Entertainment
8809,MadLab Games
8810,Three Frog Studios
8811,Brave Rabbit Games
8812,Nils Jakrins
8813,ghiboz
8814,Funomena
8815,Outer Brain Studios
8816,Betterburg
8817,Monster Couch
8818,weelco_vr
8819,ArteG
8820,PrimeBit Games S.A.
8821,Digital Sun
8822,MrCiastku
8823,Heavy Kick Games
8824,Irisloft
8825,Wix Games
8826,Ballistic Interactive
8827,TetedeBUG
8828,Fishmoose Interactive
8829,Shot Second
8830,Hovgaard Games
8831,Saad Khan
8832,Aesthetic Interactive
8833,Big Fun Games
8834,Phobetor
8835,Madbox Entertainment
8836,ExtraSaucySauce
8837,PotatoFaceGames
8838,AlternativaPlatform
8839,Moonz Studioz
8840,game 'o clock studios
8841,McKay
8842,Funsoft
8843,"Zero Mass Energy, Inc"
8844,Cat Nigiri
8845,JapanCo
8846,RocketSnail
8847,Lindero Edutainment
8848,Hardtalk Studio
8849,Miryn Innovation
8850,aqwatron
8851,Hypersome Games
8852,UziGames
8853,Fungi In The Basement
8854,Red Skald
8855,Stormseeker Games
8856,"Bully Innovation Group, Inc."
8857,ARTDINK CORPORATION
8858,AQURIA
8859,Optical Override
8860,Gaugepunk Games
8861,"Player Of Music Technology Co.,Ltd"
8862,TraxxGames
8863,Abyss Gameworks
8864,Robot Games
8865,Amilton Neves
8866,Eugeny Butakov
8867,The Shady Gentlemen
8868,The Archotek Project Team
8869,VRGEN
8870,Okomotive
8871,Liam Swetnam
8872,Crash Wave Games Inc.
8873,"JW, Kitty, Jukio, and Dom"
8874,Ennui Studio
8875,Divine Games
8876,Prismic Studios
8877,Media Art
8878,New Orbit Games
8879,Ransacked Studios
8880,EvilCoGames
8881,Kogei
8882,Manufacture 43
8883,Mirum Studio
8884,Double Dice Games
8885,SenRufu Studios
8886,Ritual Games
8887,PacoProject
8888,Logan McClure
8889,Stas Shostak
8890,MoYi Technology
8891,Red Obsidian Studio
8892,LLC RIKOR IMT
8893,Teal Fire
8894,Transmedia Entertainment
8895,Output Games
8896,Odysseus
8897,Eden Agency
8898,Idea Cabin
8899,Nordic Trolls
8900,Rebel Games
8901,Frog Factory
8902,Hero Blocks ApS
8903,Skeleton Crew Studios
8904,JeliLiam
8905,GameBubble06
8906,AncientSky Games
8907,Steel Arts
8908,scriptwelder
8909,Xitilon
8910,Andrei Romanov
8911,"Eek! Games, LLC"
8912,CloudWeight Studios
8913,Bambastic Games
8914,BeagleGames
8915,Solo Grind
8916,Booster Space
8917,Sakis25 Games
8918,3DIQ
8919,Spacelight Studio
8920,Nifty Productions
8921,MOKKOGRAD
8922,LaoniuStudio
8923,RAV3 Interactive
8924,Fireglow
8925,Dozen Minds OU
8926,Long Hat House
8927,The Cable Center
8928,DryGin Studios
8929,"Project ""The Game"""
8930,CookieByte Entertainment
8931,Tinkertainment
8932,Solid Patterns
8933,Goldbar Games
8934,Stardog Games
8935,Rice Cooker Republic
8936,The Pulse
8937,YummyYummyTummy
8938,Lorraine Studio
8939,Luo Zhi En
8940,FoxLeap
8941,Cruel Byte
8942,Empyrean
8943,Subdream Studios
8944,Aleksandar Kuzmanovic Games Inc.
8945,Duskroad Games
8946,BySamb
8947,Interplay
8948,Corpix Games
8949,Hologram Software LTD.
8950,Hydra Interactive
8951,Volker Elzner
8952,Klassen Games
8953,"Digital Cookie Co., Ltd."
8954,Kraken Bit
8955,Levall Games AB
8956,KURB
8957,Jeremy Sebastiano
8958,Not A Company
8959,Dragon Wing Studio
8960,Radiance Games
8961,Hexdraw
8962,Magic Dungeon Studio
8963,Sky Nite
8964,KFriske Studios
8965,BIG WOOD GAMES
8966,Deadbeat Productions
8967,EVERYDAYiPLAY
8968,Under The Bridge
8969,2Frogs Software
8970,Golden Frog
8971,Cuirass Entertainment Ltd.
8972,Symmetrical
8973,AmberTail
8974,Bonion Games
8975,MissingNo Studio
8976,Tiny Titan Studios
8977,Vulkano Forge
8978,Sonera Game Studio
8979,Class-X Games
8980,Paleno Games
8981,"PigDogGames,LLC"
8982,CWH Entertainment
8983,Electrocosmos
8984,Contec Games
8985,Jason Baird
8986,Hammer Games
8987,Bevan McKechnie
8988,Sunshine Games
8989,Frymore
8990,Metaverse Studio
8991,Obi-Wanya
8992,Game Troopers
8993,Indiesquare
8994,iVRstudio
8995,The Secret Location
8996,"Aargle, LLC"
8997,Gamexy
8998,Super God
8999,Leaning Tower Studio
9000,Pixelsplit
9001,"VRAD, Inc"
9002,Jake Hollands
9003,Brave Little Studios
9004,bonefrog
9005,EHTechnology
9006,Brilliant Game Studios
9007,Brantisky Interactive
9008,Jun Chul Park
9009,George Cook
9010,Fisher Wagg
9011,Pavo Studio
9012,Salvation
9013,Happy Robot Games
9014,Poly Poly Games
9015,Borokai Studio
9016,CodeBullet
9017,Arcturus
9018,"YGGDRAZIL GROUP CO.,LTD"
9019,Rockywood Studios
9020,Raptisoft
9021,Blue Sunset Games
9022,Life a Little
9023,Game Ever Studio
9024,Event Horizon
9025,Edgehill CGI
9026,Tencent Games
9027,Storia
9028,DarkSun Studio
9029,ADhD Studios
9030,REX PEX GAMES
9031,Shortfuse Studio
9032,Perfect Square Studios LLC
9033,Skylands Dev Team
9034,Prey Interactive
9035,Grave Danger Games
9036,Dual Heights Software
9037,Epic Works
9038,Norbert Palacz
9039,SlimeQ
9040,CASGames
9041,Corrie Green
9042,jackstree
9043,crowgames UG (haftungsbeschränkt)
9044,Geronimo Interactive
9045,OxPrimeStudio
9046,Sergiu Bucur
9047,ID Card
9048,Valkyria
9049,Silver Machine Studios
9050,Appeal
9051,boxmyth
9052,Painted Sky Studios
9053,Robert Ferry
9054,"mtb design works, inc."
9055,Gambreng Games
9056,Wolfgang Lueger
9057,Hunchback Studio
9058,Glyph Worlds
9059,NEZOS GAMES
9060,Feline Fuelled Games
9061,BRAINEART
9062,Tiny Pixel
9063,Mikhail Nevsky
9064,Stonebrick Studios UG
9065,Valynx Studio
9066,Tachyon Factory
9067,Business Mouse Studios
9068,MGP
9069,Palomino Studio
9070,VaNyuHa
9071,onebitbeyond
9072,Agar3s
9073,nanos GbR
9074,Ratloop Games Canada
9075,Unison Shift: Blossom
9076,Midwest Video Games
9077,Seacorp Technologies
9078,Ertal Games
9079,Outcorp
9080,Shockk
9081,Jonas De Carvalho Felinto
9082,Ghostbolt Games
9083,热泉 RedSpring
9084,5minlab
9085,Emanon Studios
9086,Green Moss Game
9087,Stromsky
9088,Vertexherder
9089,The Cursed Revolver
9090,2DragonsGames
9091,Onur Vural and Leigh Christian
9092,Big Hit Games
9093,mahojigoku
9094,Beat Games
9095,Frame Interactive
9096,Cybernetic Walrus
9097,SOCO Games
9098,Claudiu Kiss
9099,Larkon Studio
9100,Sodigital
9101,First Violin Games
9102,Picaresque Studio
9103,Sekai VR Ltd.
9104,Growl Interactive
9105,Touch Dimensions Interactive
9106,Gamestone Studio
9107,Ntroy LTD
9108,DeSync Studios
9109,Supergonk
9110,No Wand Studios
9111,Arcade Distillery
9112,4 Friends Games
9113,Three Gates AB
9114,Darkmatter Games
9115,Titmouse
9116,theConstructVR
9117,Amigo VR Studio
9118,Summer Media
9119,VRNI Ltd
9120,Mehan Games
9121,DreamGate
9122,Teletower Studios
9123,maxlvlgames
9124,Tephra Company
9125,Sombrero Way Studio
9126,Joey Drew Studios Inc.
9127,REAL Co.Ltd
9128,Hammerson Games
9129,Piece of Cake studios
9130,brutalsoft
9131,HALUNAZI GAMES
9132,Ametist studio
9133,CG-Interactive
9134,postpunkpl
9135,Yurif
9136,BrainStrainStudios
9137,Magic Masks Team
9138,Benjamin Outram
9139,Dalian Magical Storm Network Technology Co. Ltd.
9140,2XL Games
9141,Neojac Entertainment inc.
9142,Centrosphere Game
9143,Themes_Daly
9144,Lukayson
9145,Immersive Artz
9146,RCG
9147,KoheiGallery
9148,Carry Castle
9149,Viacheslav Bushuev
9150,Träumendes Mädchen
9151,UniqueGames
9152,Ticklersoft
9153,3y3.net
9154,"What Pumpkin Games, Inc."
9155,EQ Studios
9156,Rocky Games
9157,Immergity
9158,HelloEnjoy
9159,Wisdom Tree
9160,POPSAUR
9161,AbstractGameStudio
9162,Post Mortem Pixels
9163,IMGNATION Studios
9164,Afterthought Games
9165,Illion Corp
9166,Edible Entertainment
9167,Designated Play Space
9168,Silhouette Wolf
9169,Static City Games
9170,MassDiGI
9171,Pastanaga Sideral
9172,Vadjra
9173,のdev
9174,Gunia Studios
9175,Elknight
9176,DimleTeam
9177,Cascade of Leaves
9178,Alpha Code Inc.
9179,Play:D
9180,Hars
9181,Grindstone Interactive
9182,Apapappa Games
9183,Household Games Inc.
9184,Shine World
9185,Forever Young Games
9186,Studio HG
9187,thecatamites
9188,CoolGame
9189,Monkeynetics
9190,Oh!WHATif Inc.
9191,Mad Labyrinth Studios LLC
9192,Dogwood Gaming
9193,Ultrabit
9194,SuneX Games
9195,Bellosoft
9196,Embryo
9197,Toxodon Games
9198,Hanakai Studio
9199,paulstraw
9200,FURYU Corporation
9201,ObsessionSoft
9202,The Mill
9203,Tantawowa
9204,Further Beyond Studios
9205,ERS G studios
9206,Dnovel
9207,Binary Soul
9208,Intelligent Systems
9209,"Strata Mixed Reality, Inc."
9210,Final Floor Studios
9211,Pill Bug Interactive
9212,Archon Interactive
9213,Studio Nihilominus
9214,inbetweengames
9215,Evradan
9216,Vitor Pêgas
9217,Nuostak
9218,SlinDev
9219,Brandon Dominguez
9220,"Tozai Games, Inc."
9221,Absorbed Studios
9222,Anti Gravity Game Studios
9223,"TALESSHOP Co., Ltd."
9224,ZemunBRE
9225,Impact Gameworks
9226,Czje
9227,Ideographer
9228,Platonic Partnership Ltd
9229,Try This At Home
9230,Synaptic Response
9231,"Delusion Arts Entertainment, LLC"
9232,Titanium Game Studios
9233,Fizzure Entertainment
9234,The Dashing Crate
9235,Bikkuri Software
9236,"COR Entertainment, LLC"
9237,视趣互动（天津）科技有限公司
9238,"Fatbot Games, s. r. o."
9239,Khundar
9240,WarpFrog
9241,NRVR Studios
9242,SoraPrayer
9243,"Beast, Inc."
9244,Light & Digital Technology
9245,一次元创作组
9246,"Lion Games Co., Ltd."
9247,Oddly Shaped Pixels
9248,Paul Svelmoe
9249,weRplay
9250,Impostor Cat Games
9251,"SPECIAL MAGIC GAMES, LLC"
9252,Rotech Digital Ltd
9253,Digital Theory Ltd.
9254,BEHEMUTT
9255,Studio Beast
9256,Sokay
9257,Playtinum
9258,R C Knight
9259,T4 Interactive
9260,historia Inc
9261,Digital Realms Ltd
9262,teedoubleuGAMES
9263,Softwaves
9264,"Act 3 Games, LLC"
9265,Six Sided Square
9266,Redden
9267,Ian Atherton
9268,Phuong Nguyen
9269,REDspace
9270,Ink Kit
9271,Perun Creative
9272,The Selenite Forge
9273,David Schneider
9274,GaluluGame
9275,Studio Pieplus
9276,DAR Studio
9277,Future Proof Games
9278,Nkt Studio
9279,"SAINT-FUN INTERNATIONAL CO., LTD."
9280,Brainwash Gang
9281,Soleil Ltd.
9282,Gradoservice
9283,Matthew Reed
9284,VolkDab
9285,Stormind Games
9286,Kim Niklas Schlüter
9287,Blackmill Games
9288,Astralax
9289,"World Entertainment Studios, LLC"
9290,"Shanghai ThinkingBear Network Technology Co.,Ltd"
9291,RuneHeads
9292,FrostbiteGames
9293,Inner World Games
9294,Davit Andreasyan
9295,Compot
9296,Falcon Development
9297,VR Features
9298,Cristian Manolachi
9299,Ch.ZBK
9300,Re:Lab
9301,Bottino.Games
9302,Parallax Labs
9303,Cheerdealers
9304,SiCzech Arts
9305,Crystal Depths Studio
9306,CarX Technologies
9307,6waves
9308,Crazy Rocks
9309,Ovosonico
9310,Rortos Srl
9311,Wolf Pack
9312,Vulture Strike
9313,Tom Kitchen
9314,Blue Studio
9315,BearFighterDev
9316,Pixel Barons
9317,TEHO Games
9318,Kukouri Mobile Entertainment
9319,TinMoon Studios
9320,Labs Games
9321,Andy Imm
9322,HOF Studios
9323,Tristan Begin
9324,Cipher Hive
9325,Robot Circus
9326,Street Lamp Games
9327,GPM
9328,Monstars Inc.
9329,mangamengine
9330,SteelRaven7
9331,2645turquoise
9332,ReaverGames Ltd.
9333,Immersive VR Limited
9334,mikai inc.
9335,Freshfield Studios
9336,Combo Breaker
9337,Zen Relay Games
9338,Groove Science Studios
9339,Studio Trapcard
9340,PING YI LIN
9341,BlackTale Games
9342,Black Room Games
9343,Barracuda Disaster
9344,Jellypig Games
9345,AeroLab Studios
9346,ShilohGames
9347,Kelly Studios
9348,LR Studio
9349,LongWu
9350,EVR Studio
9351,Hugecalf Studios
9352,Arrible
9353,Alpha Strike Games Limited
9354,Dinosaur Games
9355,Taba Games
9356,Hyper Games
9357,"AQURIA Co., Ltd."
9358,Norven Games
9359,"SharkJaws, Blue Whale Games"
9360,Cherry Bloom
9361,Super Dead LLC
9362,David Dimond
9363,Spark VR
9364,Shenzhen BeanVR Technology Co.Ltd
9365,Tendril Studio
9366,Diego F Beltran
9367,Stitch Media
9368,LivinThing Studio
9369,Kolapo Oni
9370,Tibith
9371,PlaySide VR
9372,Bonfire Entertainment
9373,Emanuele Leoncilli
9374,Neko Climax Studios
9375,QRA-CS
9376,Viewport Studios
9377,Rocwise Entertainment
9378,Your Story Interactive
9379,frecle ApS
9380,Toasty Leaf AB
9381,JOL Studios
9382,idsibidsi games
9383,yyrGames
9384,Virtew
9385,Histogram Games
9386,SmellyRiver
9387,Levity Play
9388,Owlcat Games
9389,Azorian
9390,Four5Six Pixel
9391,PartTimeIndie
9392,Moraes Studio
9393,Kalmia8
9394,Eric Neuman
9395,RedLynx
9396,moBack
9397,The Drone Racing League
9398,Vashta Entertainment
9399,forever8pus
9400,Morganti Livio
9401,FitXR
9402,Battle Blockyverse Studios
9403,Hyperbook Studio
9404,Obscurasoft
9405,LastnOni
9406,Polyverse Studio
9407,Paper Plane
9408,Alexandr Borovikov
9409,Magesoft
9410,Hollow Tree Games
9411,StaplesVR
9412,PraGames
9413,EntroPi Games
9414,Italo Games
9415,Red Bull Media House
9416,Little Moth Games
9417,MKJ Interactive
9418,WISECAT
9419,G.Malta
9420,Skonec Entertainment
9421,Screaming Villains
9422,Team Fugl
9423,Binji
9424,NinjaBee
9425,Secret Level SRL
9426,Mystik'art
9427,unknown
9428,IDALGAME
9429,b08
9430,Limbic Entertainment GmbH
9431,Team Firestorm
9432,Odd Branch Publishing
9433,Poltergames
9434,light
9435,KAGAMI WORKs
9436,Dieselmine
9437,Arli Tuominen
9438,Phoenix3
9439,Indiecode Games
9440,Vladislav Vasilkov
9441,Silly Pill Studios
9442,Yaida
9443,Overgroup
9444,Null Activity
9445,Alcuria Games
9446,Urchin Games
9447,Dragons Eye Studio
9448,Light Road Games
9449,RobotKSR
9450,CreateVR
9451,Pawmigo Games
9452,Vikong
9453,Fantasia Studio
9454,tri-Ace
9455,Kestrel Games
9456,Tydecon Games
9457,Pavel Kostin
9458,Consala Games
9459,Ignibit
9460,Phantom 8 Studio
9461,Nadya Primak
9462,"Mind's Eclipse Interactive, LLC"
9463,Studio HK
9464,ouka-ichi-mon.inc
9465,FinalBoss Games
9466,HARP
9467,Rebuff Reality
9468,Lite Microsystems
9469,Mega Crit Games
9470,Celery Emblem™
9471,Ivory Tower
9472,MWC
9473,Team B.R.O.S.
9474,.ez Games
9475,Fabio Cunha
9476,Imperia Online LTD
9477,Distorted Games
9478,Airborne Games
9479,High Wide
9480,Greater Studios
9481,Corroding Games
9482,WalkBoy Studio
9483,Polygon Dust Entertainment Ltd.
9484,dopagames
9485,Team & Target Game Studios
9486,Pixel Wonder
9487,KEMCO
9488,Dio Alias Games
9489,Fair Games Studio
9490,40Ggames
9491,like Charlie
9492,Level Evil
9493,Olympic
9494,Third Door Studio
9495,Funforge
9496,Snap Finger Click
9497,Redbeet Interactive
9498,Nick Helweg
9499,Egonaut Games
9500,DMT
9501,Time Robbers
9502,Jan-Fredrik Braseth
9503,Coding Caveman
9504,Miki Squadron Project
9505,Victory Lap Games
9506,Triple Tree Studio
9507,Ominous Entertainment
9508,Xefier Games Inc.
9509,Prime VR Inc.
9510,Whiskeybarrel Studios
9511,Kanda Technologies
9512,JUMP OR FALL
9513,KT Games
9514,FutureStateMachine
9515,Theodor Niklas
9516,XXXgames
9517,"Blackthorn Media, Inc."
9518,"Riposte Games & Co, Inc"
9519,Evgeny Apel
9520,flapjax
9521,Team Jolly Roger
9522,Reto Kolly
9523,Trino Games
9524,Crasleen Games
9525,Goodwolf Studio
9526,GameArx
9527,Cleveland Mark Blakemore
9528,kikiyama
9529,Kinsei Games
9530,ActaLogic
9531,chaosikaros
9532,Pro Social Games
9533,thiefbug
9534,Graphium Studio
9535,Portal Entertainment
9536,Fly Dream Dev
9537,LongArm Interactive
9538,FastRolling
9539,SnagBox Studio
9540,HiTech Creations Inc.
9541,Lazylab Games
9542,Ventura Science
9543,VRLive
9544,Spoony Bard Productions
9545,Dudarev Alexandr Vladimirovich
9546,Juggler Games
9547,David Bohan
9548,Timuz Games
9549,Xavier Orion Games
9550,StarvingIndieDeveloper
9551,Team Wood Block
9552,Johnny Ostad
9553,Blue Newt Software
9554,Club Cotton Games
9555,Nicholas Backus
9556,Austin Boucher
9557,Quantum Productions
9558,Andrew Higgins
